,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed,Created,Importance,Description
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,206451,Memory Management,Other,akpm,NEW, ---,Intel i915 - EIP: check_flush_dependency,2020-02-07 07:45:22,2020-02-07 07:45:00,P1 blocking,
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,206453,Memory Management,Other,akpm,NEW, ---,printing problem in CPU usage in top command,2020-02-07 08:54:50,2020-02-07 08:47:00,P1 normal,
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,206481,Memory Management,Other,akpm,NEW, ---,EIP: anon_vma_clone - Skylake i915,2020-02-10 08:31:23,2020-02-10 08:31:00,P1 normal,
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,206529,Memory Management,Page Allocator,akpm,NEW, ---,EIP: kmalloc - Skylake i915,2020-02-14 07:52:35,2020-02-14 07:52:00,P1 blocking,
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,206569,Memory Management,Other,akpm,NEW, ---,BUG at mm/filemap.c:2529: VM_BUG_ON_PAGE(page_to_pgoff(page) != offset),2020-10-11 20:21:28,2020-02-17 13:16:00,P1 normal,
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,206683,Memory Management,Other,akpm,NEW, ---,"modprobe: vmalloc: allocation failure: 8609244 bytes, mode:0xcc0(GFP_KERNEL), nodemask=(null)",2020-02-27 15:55:05,2020-02-26 21:20:00,P1 normal,
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,206697,Memory Management,Page Allocator,akpm,NEW, ---,"#PF: supervisor read access in kernel mode, #PF: error_code(0x0000) - not-present page while building a large project",2022-01-28 07:39:41,2020-02-28 00:34:00,P1 normal,
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,206863,Memory Management,Other,akpm,NEW, ---,without a swap oom killer starts without reason,2020-03-17 11:05:08,2020-03-16 17:29:00,P1 normal,
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,206865,Memory Management,Page Allocator,akpm,NEW, ---,OOM kills processes when plenty of memory available,2020-04-16 20:26:42,2020-03-16 18:16:00,P1 normal,
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,207123,Memory Management,Page Allocator,akpm,NEW, ---,Possible null pointer dereference caused by  vmstat_start(),2020-04-05 16:47:08,2020-04-05 16:47:00,P1 normal,
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,207127,Memory Management,Other,akpm,NEW, ---,Possible null pointer dereference in memory_present(),2020-04-05 17:48:09,2020-04-05 17:48:00,P1 normal,
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,207133,Memory Management,Page Allocator,akpm,NEW, ---,Possible null pointer dereference in  remap_vmalloc_range_partial(),2020-04-06 01:51:33,2020-04-06 01:51:00,P1 normal,
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,207273,Memory Management,Page Allocator,akpm,NEW, ---,cgroup with 1.5GB limit and 100MB rss usage OOM-kills processes due to page cache usage after upgrading to kernel 5.4,2021-08-23 09:32:06,2020-04-15 01:32:00,P1 normal,
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,207325,Memory Management,Other,akpm,NEW, ---,"Bad swap file entry 740167b7, kernel NULL pointer dereference and Oops after hours of building",2020-04-17 19:57:48,2020-04-17 15:27:00,P1 normal,
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,207861,Memory Management,Page Allocator,akpm,NEW, ---,mremap MAP_ANONYMOUS|MAP_SHARED grow provide bad mapping.,2020-06-08 05:20:13,2020-05-23 03:53:00,P1 high,
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,207997,Memory Management,Slab Allocator,akpm,NEW, ---,meminfo incorrect allocation statistics,2020-05-31 09:21:16,2020-05-31 09:20:00,P1 normal,
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,208085,Memory Management,Page Allocator,akpm,NEW, ---,"page allocation failure: order:0, mode:0x400d0",2020-06-08 02:16:43,2020-06-06 07:25:00,P1 normal,
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,208089,IO/Storage,DIO,akpm,NEW, ---,System freezes completely,2020-06-06 13:34:13,2020-06-06 13:34:00,P1 blocking,
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,208125,Memory Management,Other,akpm,NEW, ---,Resume from hibernate - unable to handle page fault - EIP: _raw_spin_trylock,2020-07-26 07:07:17,2020-06-10 18:09:00,P1 blocking,
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,208163,Memory Management,Slab Allocator,akpm,NEW, ---,kernel BUG at mm/slub.c:304!,2020-10-05 10:17:45,2020-06-14 10:41:00,P1 blocking,
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,208415,Memory Management,Other,akpm,NEW, ---,cgroup_attach_task error,2020-07-02 15:24:44,2020-07-02 15:24:00,P1 normal,
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,208581,Memory Management,Slab Allocator,akpm,NEW, ---,slabinfo looping with netconsole enabled can freeze kernel,2020-07-16 02:39:50,2020-07-16 02:39:00,P1 normal,
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,208623,Memory Management,Other,akpm,NEW, ---,EIP: __d_lookup - BUG: unable to handle page fault for address,2020-07-24 09:04:04,2020-07-20 09:09:00,P1 normal,
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,208681,Memory Management,Page Allocator,akpm,NEW, ---,"High swap usage while half memory is cache, swappiness and vfs_cache_pressure have no or little effect",2021-03-08 10:59:18,2020-07-24 13:36:00,P1 normal,
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,208685,Memory Management,Slab Allocator,akpm,NEW, ---,kswapd warning at kernel/rcu/tree.c:1358 rcu_advance_cbs_nowake causing processes to enter d state,2021-10-05 17:18:42,2020-07-24 14:57:00,P1 high,
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,208787,Memory Management,Other,akpm,NEW, ---,Hard freeze since moving from 5.6.15 to 5.7.x,2021-02-24 06:02:40,2020-08-03 14:13:00,P1 normal,
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,209139,Memory Management,Slab Allocator,akpm,NEW, ---,"slab wrong case node crash,when using kmem control group with runing docker",2020-09-03 14:19:15,2020-09-03 03:37:00,P1 high,
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,209185,Memory Management,Other,akpm,NEW, ---,OOM Killer no work,2020-09-07 06:34:42,2020-09-07 06:26:00,P1 blocking,
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,209245,Memory Management,Page Allocator,akpm,NEW, ---,5.8.x Cannot allocate memory requesting sysctl,2021-01-21 23:45:22,2020-09-12 09:12:00,P1 high,
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,209433,Memory Management,Other,akpm,NEW, ---,memory consumption to much in centos 7 server,2020-09-30 17:45:15,2020-09-30 17:44:00,P1 normal,
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,209543,Memory Management,Other,akpm,NEW, ---,paging to thin-provisioned Logical Volume triggers workqueue lockup,2021-10-07 13:54:37,2020-10-06 12:10:00,P1 high,
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,209563,Memory Management,Other,akpm,NEW, ---,Querying the options set up for a swap device,2020-10-07 13:47:14,2020-10-07 13:47:00,P1 enhancement,
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,209683,Memory Management,Other,akpm,NEW, ---,MAP_SHARED_VALIDATE is not supported for anonymous mappings,2020-10-14 14:34:36,2020-10-14 14:34:00,P1 normal,
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,209719,Memory Management,Other,akpm,NEW, ---,NULL pointer dereference,2020-10-18 17:20:32,2020-10-16 14:59:00,P1 blocking,
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,209919,Memory Management,Other,akpm,NEW, ---,kernel BUG at mm/usercopy.c:99 from stress-ng procfs,2020-10-29 17:22:43,2020-10-28 15:49:00,P1 normal,
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,209993,Memory Management,Other,akpm,NEW, ---,"Cannot request region for resource, system won’t boot",2020-11-03 16:19:17,2020-11-01 21:56:00,P1 high,
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,210023,Memory Management,Page Allocator,akpm,NEW, ---,Crash when allocating > 2 TB memory,2021-06-23 17:42:06,2020-11-03 18:50:00,P1 blocking,
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,210027,Memory Management,Other,akpm,NEW, ---,Resume after hibernate - page allocation failure + alloc_pages_nodemask,2020-11-03 19:47:10,2020-11-03 19:47:00,P1 high,
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,210029,Memory Management,Page Allocator,akpm,NEW, ---,Resume after hibernate - page allocation failure,2020-11-03 19:53:05,2020-11-03 19:53:00,P1 high,
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,210031,Memory Management,Other,akpm,NEW, ---,unable to handle page fault for address - EIP: khugepaged,2020-11-09 11:47:54,2020-11-03 20:00:00,P1 normal,
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,210067,Memory Management,Other,akpm,NEW, ---,Aggressive filesystem caching cause system to stutter in big filesystem operations,2020-11-05 10:20:33,2020-11-05 10:20:00,P1 high,
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,210075,Memory Management,Page Allocator,akpm,NEW, ---,[Thu Nov  5 13:14:27 2020] WARNING: CPU: 4 PID: 133 at mm/page_counter.c:57 page_counter_uncharge+0x34/0x40,2020-11-27 01:25:02,2020-11-05 21:18:00,P1 normal,
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,210111,Memory Management,Slab Allocator,akpm,NEW, ---,kmem_cache_alloc oops when called from nf_bridge_alloc,2020-11-09 08:01:47,2020-11-09 07:58:00,P1 normal,
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,210431,Memory Management,Other,akpm,NEW, ---,[ZRAM] leveraging depreciated stable_pages_required bdi attribute,2020-12-01 19:38:17,2020-11-30 20:01:00,P1 normal,
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,210831,Memory Management,Other,akpm,NEW, ---,LTP cve-2017-18075 (pcrypt_aead01) triggers pdecrypt_parallel padata_parallel_worker panic on s390x,2020-12-21 17:20:13,2020-12-21 17:20:00,P1 normal,
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,210935,Memory Management,Other,akpm,NEW, ---,zswap fails after resume from hibernate,2021-03-06 15:34:08,2020-12-28 15:27:00,P1 normal,
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,211007,Memory Management,Other,akpm,NEW, ---,"WINE randomly creates process which can't be killed due to ""userptr_mn_invalidate_range_start+0x0/0x20 [i915] callback failed with -16 in blockable context.""",2021-01-02 19:10:53,2021-01-02 19:10:00,P1 normal,
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,211009,Memory Management,Page Allocator,akpm,NEW, ---,cma_alloc leads to freeze/crash,2021-01-04 18:57:55,2021-01-02 22:04:00,P1 high,
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,211173,Memory Management,Page Allocator,akpm,NEW, ---,zram device with zstd creation fails with enomem,2021-01-13 23:55:16,2021-01-13 11:35:00,P1 normal,
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,211287,Memory Management,Other,akpm,NEW, ---,Softdirty bit does not work with hugetlb,2021-01-19 22:15:27,2021-01-19 22:15:00,P1 normal,
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,211293,Memory Management,Other,akpm,NEW, ---,zswap scheduling in atomic context,2021-01-20 04:47:29,2021-01-20 02:02:00,P1 normal,
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,211323,Memory Management,Page Allocator,akpm,NEW, ---,Ops mens,2021-03-30 13:13:53,2021-01-24 03:27:00,P1 normal,
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,211361,Memory Management,Other,akpm,NEW, ---,Integer wraparound bug in SwapFree in /proc/meminfo,2021-01-26 19:03:03,2021-01-26 19:03:00,P1 normal,
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,211519,Memory Management,Other,akpm,NEW, ---,kernel BUG at include/linux/mm.h:707!,2021-02-22 22:13:26,2021-02-01 22:48:00,P1 normal,
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,211695,Memory Management,Page Allocator,akpm,NEW, ---,"kwin_x11: page allocation failure: order:10, mode:0x194dc2",2021-02-11 05:24:44,2021-02-11 05:23:00,P1 normal,
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,211991,Memory Management,Other,akpm,NEW, ---,Running VMware workstation 16.1 with KVM concurrently crashes host and KVM guests,2021-11-09 09:08:04,2021-02-28 08:00:00,P1 normal,
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,212055,Memory Management,Other,akpm,NEW, ---,Massive writeback cache slowdown,2021-03-04 10:11:16,2021-03-04 10:11:00,P1 blocking,
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,212393,Memory Management,Page Allocator,akpm,NEW, ---,"userspace ""Corrupted page table at address"" with zswap",2021-03-22 19:56:16,2021-03-22 19:56:00,P1 normal,
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,212571,Memory Management,Other,akpm,NEW, ---,Slow mmap() call for cgrouped processes,2021-04-06 04:22:39,2021-04-06 04:22:00,P1 high,
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,212649,Memory Management,Other,akpm,NEW, ---,"general protection fault, probably for non-canonical address 0x1856385d1408f284: 0000 [#1] SMP NOPTI, RIP: 0010:kmem_cache_alloc_trace+0xe9/0x2f0",2021-04-12 15:06:25,2021-04-12 15:01:00,P1 normal,
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,212699,Memory Management,Other,akpm,NEW, ---,Memory corruption after a while,2021-04-16 16:27:48,2021-04-16 16:27:00,P1 normal,
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,212917,Memory Management,Other,akpm,NEW, ---,Unable to handle kernel NULL pointer dereference at virtual address,2021-06-27 23:58:09,2021-05-01 11:12:00,P1 normal,
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,212943,Memory Management,Other,akpm,NEW, ---,Kernel panic - not syncing: stack-protector: Kernel stack is corrupted in: mem_cgroup_uncharge+0x7c/0x88,2021-05-04 14:13:35,2021-05-04 14:11:00,P1 normal,
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,212973,Memory Management,Page Allocator,akpm,NEW, ---,Crashing board when hardware is checking with 300 reboots(endurance test),2021-05-07 06:39:20,2021-05-07 06:39:00,P1 blocking,
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,213091,Memory Management,Slab Allocator,akpm,NEW, ---,Use-of-Uninitialized-Data in __slab_free,2021-05-16 03:54:24,2021-05-16 03:54:00,P1 normal,
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,213189,Memory Management,Page Allocator,akpm,NEW, ---,"race condition beween MADV_HWPOISON and write to ""/proc/self/mem"" allows modification of ro mapped files",2021-05-23 23:03:01,2021-05-23 23:03:00,P1 high,
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,213285,Memory Management,Other,akpm,NEW, ---,swapper: page allocation failure during PM hibernation,2021-05-31 05:06:52,2021-05-31 05:06:00,P1 low,
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,213299,Memory Management,Slab Allocator,akpm,NEW, ---,"kswapd Regression as of 5.13-rc3, eats 100% of CPU for no reason",2021-06-04 00:00:29,2021-05-31 18:09:00,P1 normal,
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,213693,Memory Management,Page Allocator,akpm,NEW, ---,"""kernel  BUG: Bad page map in process"" since the 4.9.271 incremental patch",2021-07-10 00:11:34,2021-07-10 00:11:00,P1 normal,
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,213697,Memory Management,Page Allocator,akpm,NEW, ---,Adding page_poison=1 to the kernel cmd line causes pagealloc: memory corruption in 5.13,2021-07-15 08:58:32,2021-07-11 09:13:00,P1 high,
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,213785,Memory Management,Other,akpm,NEW, ---,hugetlbfs: interprets mode as decimal,2021-07-21 17:48:30,2021-07-19 15:34:00,P1 normal,
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,215031,Memory Management,Other,akpm,NEW, ---,BUG: unable to handle page fault in get_wchan,2021-11-18 08:45:31,2021-11-15 11:46:00,P1 normal,
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,215047,Memory Management,Other,akpm,NEW, ---,debug_vm_pgtable: pte_swap_tests fail on e500,2021-11-17 11:45:14,2021-11-17 08:43:00,P1 normal,
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,215067,Memory Management,Other,akpm,NEW, ---,Kernel oops: Unable to handle page fault in locks_free_lock_context,2021-11-18 19:12:35,2021-11-18 19:12:00,P1 high,
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,215323,Memory Management,Other,akpm,NEW, ---,"Frequently swapping, userspace program will abnormally exit.",2021-12-14 15:21:05,2021-12-13 16:38:00,P1 normal,
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,215371,Memory Management,Other,akpm,NEW, ---,server kernel oops crash when a kvm virtual matich use nvidia vgpu and sriov netcard at the same time,2021-12-20 01:48:15,2021-12-20 01:48:00,P1 blocking,
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,215421,Memory Management,Page Allocator,akpm,NEW, ---,BUG: Bad rss-counter state,2021-12-27 02:22:26,2021-12-27 02:22:00,P1 normal,
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,215423,Memory Management,Page Allocator,akpm,NEW, ---,KASAN: Null-ptr-deref,2021-12-27 02:43:16,2021-12-27 02:43:00,P1 normal,
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,215562,Memory Management,Slab Allocator,akpm,NEW, ---,BUG: unable to handle page fault in cache_reap,2022-03-21 09:50:40,2022-02-02 15:33:00,P1 normal,
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,215563,Memory Management,Page Allocator,akpm,NEW, ---,"during rsync, vm guest kernel trace arising from memcg_kmem_charge_page alloc_pages",2022-02-18 15:44:47,2022-02-02 21:10:00,P1 normal,
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,215571,Memory Management,Other,akpm,NEW, ---,list_del corruption,2022-02-05 20:40:01,2022-02-05 20:21:00,P1 normal,
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,215598,Memory Management,Other,akpm,NEW, ---,z3fold / rcu_preempt self-detected stall on CPU,2022-03-02 02:58:16,2022-02-12 20:32:00,P1 normal,
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,215605,Memory Management,Page Allocator,akpm,NEW, ---,[5.14 regression] BUG: unable to handle page fault while running badblocks (fsck.ext4 -c) on a raid5 md array,2022-02-14 10:36:36,2022-02-14 10:36:00,P1 normal,
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,215616,Memory Management,Other,akpm,NEW, ---,"With numa balancing enabled, physical page is migrated even though we called gup",2022-02-23 08:17:21,2022-02-16 16:45:00,P1 high,
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,215720,Memory Management,Other,akpm,NEW, ---,brk() regression on AArch64 on static-pie binary -- issue with ASLR and a guard page?,2022-03-22 07:58:10,2022-03-22 02:24:00,P1 normal,
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,215807,Memory Management,Page Allocator,akpm,NEW, ---,Bad page state in process systemd-udevd,2022-04-05 13:57:56,2022-04-05 13:57:00,P1 normal,
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,11684,Drivers,Input Devices,alan,NEW, ---,[PATCH]sidewinder force feedback pro (ffp) on game port : it's not detected when it's powered,2016-03-19 17:10:17,2008-10-01 12:26:00,P1 normal,
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,42742,Drivers,Console/Framebuffers,alan,NEW, ---,"WARNING at rcupdate.h:242, when testing trace event 'cpu_idle', in 'console_unlock'",2012-08-30 14:29:29,2012-02-07 13:01:00,P1 normal,
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,42965,File System,Other,alan,NEW, ---,Reading /proc/.../map may result in deadlock,2016-03-20 10:14:06,2012-03-20 08:56:00,P1 normal,
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,51931,IO/Storage,Serial ATA,alan,NEW, ---,Intermittent no boot with failed IDENTIFY on ASM1061 when DVD attached,2019-02-26 23:24:08,2012-12-23 05:54:00,P1 blocking,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,55051,IO/Storage,Serial ATA,alan,NEW, ---,HDIO_DRIVE_CMD for CHECK_POWER_MODE with nsectors = 1 returns 512 bytes of data but probably should not,2013-11-13 21:54:43,2013-03-10 13:41:00,P1 normal,
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,55181,Drivers,Serial,alan,NEW, ---,Oops on disconnect from rfcomm/pppd,2013-11-13 21:52:25,2013-03-13 22:04:00,P1 normal,
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,56251,Drivers,USB,alan,NEW, ---,Null pointer dereference when loading mceusb (0471:0613),2013-11-13 21:15:38,2013-04-05 11:45:00,P1 normal,
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,58461,Drivers,Console/Framebuffers,alan,NEW, ---,lockdep warning,2013-11-14 08:50:25,2013-05-18 12:10:00,P1 normal,
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,67451,Drivers,Console/Framebuffers,alan,NEW, ---,memory leak in tty driver,2013-12-21 16:59:18,2013-12-20 17:47:00,P1 high,
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,72111,Drivers,Staging,alan,NEW, ---,"rtl8821ae/btcoexist/../pci.h:289:15: error: expected '=', ',', ';', 'asm' or '__attribute__' before 'rtl_pci_probe'",2014-04-25 14:02:03,2014-03-15 01:09:00,P1 normal,
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,72141,Other,Configuration,alan,NEW, ---,CONFIG_INITRAMFS_COMPRESSION misspelled as CONFIG_RD in usr/Makefile,2014-04-19 16:44:20,2014-03-15 11:58:00,P1 high,
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,72371,Drivers,Serial,alan,NEW, ---,udevd page allocation failure trying to alloca tty for USB devices,2014-03-20 18:48:11,2014-03-18 07:07:00,P1 blocking,
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,72451,Drivers,Other,alan,NEW, ---,Missing IS_ENABLED could cause array out of bounds access,2014-03-20 12:05:30,2014-03-18 15:00:00,P1 normal,
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,75681,Drivers,Serial,alan,NEW, ---,[PATCH]Add support for Advantech PCM-3614I/PCM-3618I serial expansion cards,2014-05-19 11:06:08,2014-05-07 17:58:00,P1 normal,
