,Unnamed: 0,Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
8792,8792,215469,Drivers,62,perex,NEW, ---,"errors when running alsamixer ""cannot open mixer: no such file or directory.""",2022-01-10 09:52:52
8793,8793,215483,Drivers,62,perex,NEW, ---,speakers not working after sleep - mi notebook pro 2020 (alc256),2022-04-08 14:44:22
8794,8794,215484,Drivers,62,perex,NEW, ---,headphone output gets unproperly powered down - mi notebook pro 2020 (alc256),2022-03-30 15:59:36
8795,8795,215569,Drivers,62,perex,NEW, ---,alc1220: audio is muted for the first few seconds,2022-02-04 16:01:46
8796,8796,215592,Drivers,62,perex,NEW, ---,"no audio output over speakers, only headphones",2022-02-16 10:50:28
8797,8797,215632,Drivers,62,perex,NEW, ---,"no woofers yoga slim 7 carbon gen 6 (14"" amd) - 14acn6.",2022-04-23 20:26:41
8798,8798,215637,Drivers,62,perex,NEW, ---,roland octa-capture audio interface not working properly,2022-02-23 03:43:03
8799,8799,215643,Drivers,62,perex,NEW, ---,sound breaks after a few minutes playing - dell chromebook 11 3120 - baytrail max98090 in sof mode,2022-02-26 11:07:23
8800,8800,215656,Drivers,62,perex,NEW, ---,sound blaster z distorted sound,2022-03-03 19:31:01
8801,8801,215662,Drivers,62,perex,NEW, ---,mute led not working-hp omen 15 (15-en0002ax),2022-03-05 04:29:15
8802,8802,215705,Drivers,62,perex,NEW, ---,audigy fx 5.1 sound card does not configure properly,2022-03-20 04:03:19
8803,8803,215711,Drivers,62,perex,NEW, ---,snd_hda_intel not binding to codec,2022-03-29 08:05:34
8804,8804,215778,Drivers,62,perex,NEW, ---,usb audio interfaces - inputs don't work,2022-04-26 09:09:40
8805,8805,215810,Drivers,62,perex,NEW, ---,sound cards not detected intermittently - snd_hda_codec_ca0132 hdaudioc0d1: out of range cmd,2022-04-06 10:44:56
8806,8806,215827,Drivers,62,perex,NEW, ---,snd_ctxfi buffer underrun after resume from paused stream,2022-04-27 05:43:28
8807,8807,215878,Drivers,62,perex,NEW, ---,alc891/alc887 front panel audio does not work,2022-04-22 22:59:14
8808,8808,215885,Drivers,62,perex,NEW, ---,dell latitude 7520 - pop noises and screen flickers caused by the hdmi codec,2022-05-02 07:18:58
8809,8809,215908,Drivers,62,perex,NEW, ---,thinkpad usb-c dock gen2 usb audio: unlikely big volume range,2022-04-27 20:59:22
8810,8810,215928,Drivers,62,perex,NEW, ---,lenovo thinkpad t14 amd - maximum headphone volume on reboot,2022-05-01 11:45:16
8811,8811,215934,Drivers,62,perex,NEW, ---,behringer umc 404 hd : clock source 41 is not valid and audio stuttering (confirmed for bcddevice = 1.35),2022-05-07 09:29:13
8812,8812,215948,Drivers,62,perex,NEW, ---,simple-audio-card: doesn't work with config_modules=y,2022-05-06 13:52:02
8813,8813,215953,Drivers,62,perex,NEW, ---,motu m4 hangs on kernel 5.11 upwards,2022-05-07 22:31:17
8814,8814,71681,Drivers,34,peter,NEW, ---,improvement of n_tty_receive_parity_error from n_tty.c,2014-03-20 15:33:38
8815,8815,96311,Drivers,34,peter,NEW, ---,"[3.19 regression] random ""make check -j8"" failures with kernel 3.19-rc5",2017-06-09 12:42:04
8816,8816,123741,Drivers,32,platform_i386,NEW, ---,touch screen does not work on surface 3 (non-pro),2016-08-07 23:06:23
8817,8817,201833,Drivers,25,platform_ia-64,NEW, ---,warning: cpu: 2 pid: 1275 at drivers/gpu/drm/nouveau/nvif/vmm.c:71 nvif_vmm_put+0x6d/0x80,2020-05-06 20:22:40
8818,8818,190381,Drivers,7,platform_other,NEW, ---,dell dock wd15 usb type c udev issue when connecting/disconnecting,2016-12-22 12:24:49
8819,8819,213961,Drivers,74,platform_ppc-32,NEW, ---,oops while loading radeon driver,2021-08-05 11:44:14
8820,8820,113691,Drivers,32,platform_x86_64,NEW, ---,problem: graphic artefacts @ half of the screen when using the touchpad,2016-03-21 23:27:40
8821,8821,114981,Drivers,62,platform_x86_64,NEW, ---,hdmi muted on radeon card,2020-06-16 20:11:56
8822,8822,179991,Drivers,55,platform_x86_64,NEW, ---,"i801_smbus leads to high usage after boot, vanishes after suspend",2016-11-21 10:58:27
8823,8823,204325,Drivers,74,platform_x86_64,NEW, ---,black screen after boot,2020-07-02 16:20:33
8824,8824,204913,Drivers,8,platform_x86_64,NEW, ---,lg gram 14'' laptop extra features,2020-03-15 05:24:10
8825,8825,211245,Drivers,25,platform_x86_64,NEW, ---,fedora 33 amdgpu print warning at boot,2021-01-17 21:28:28
8826,8826,212379,Drivers,55,platform_x86_64,NEW, ---,amdpinctrl gpio pins pulled low which causes all i2c devices to stop working,2021-12-09 04:22:28
8827,8827,214041,Drivers,74,platform_x86_64,NEW, ---,random crash/slow screen update on resume on ryzen 5 3500u since kernel 5.10,2021-08-21 10:14:36
8828,8828,215924,Drivers,8,platform_x86_64,NEW, ---,hp-wmi: setting thermal profile fails with 0x06,2022-04-30 19:10:24
8829,8829,88761,Drivers,35,rjw,NEW, ---,usb storage device cause usb bus can't enter runtime suspend,2014-11-24 08:25:16
8830,8830,201263,Drivers,25,rjw,NEW, ---,radeon dpm reduces cpu performance,2018-09-29 02:07:09
8831,8831,206727,Drivers,1,rjw,NEW, ---,nvidia 0000:01:00.0: can't change power state from d3cold to d0 (config space inaccessible) [nonfree drivers],2021-11-29 04:49:35
8832,8832,211809,Drivers,1,rjw,NEW, ---,sudden poweroffs on thinkpad t490s with pcie rts522a card reader since v5.10-rc1,2021-03-25 17:20:35
8833,8833,214831,Drivers,25,rjw,NEW, ---,vgaswitcheroo does not power off dgpu after use if laptop resumed from suspend,2021-11-14 19:57:00
8834,8834,55981,Drivers,34,rmk,NEW, ---,[patch]n_tty: recalc read-exit parameters if icanon changes,2013-11-13 21:20:28
8835,8835,56941,Drivers,34,rmk,NEW, ---,oxpcie952 serial console doesn't work; getty works,2013-11-06 13:21:56
8836,8836,69641,Drivers,34,rmk,NEW, ---,tty_set_ldisc - warn triggered by pppd,2014-02-05 00:52:01
8837,8837,71651,Drivers,34,rmk,NEW, ---,"8250_core.c incorrectly handles ignbrk flag, it doesn't work without brkint or parmrk",2014-03-20 14:56:57
8838,8838,76571,Drivers,34,rmk,NEW, ---,can not get properly working usarts/uarts on at91sam9g25 at baudrate 115200,2014-05-23 08:58:52
8839,8839,89111,Drivers,34,rmk,NEW, ---,re-opening a pty master via /proc/self results in unexpected behaviour,2014-12-10 23:46:26
8840,8840,92861,Drivers,34,rmk,NEW, ---,possible recursive locking detected n_tty_write vs. process_echoes,2015-02-10 15:01:10
8841,8841,93821,Drivers,34,rmk,NEW, ---,serial console has gone lost in file arch/arm/mach-pxa/colibri-pxa270.c,2015-02-24 18:39:32
8842,8842,98961,Drivers,34,rmk,NEW, ---,t.c_iflag and t.tcgetattr fail when using pseudo ttys (on some systems),2015-06-03 02:55:37
8843,8843,101491,Drivers,34,rmk,NEW, ---,add usb ids for dell wireless 5809e lte card to qcserial,2015-07-14 10:11:30
8844,8844,108851,Drivers,34,rmk,NEW, ---,omap_8250: hang on open without o_nonblock,2015-12-03 18:37:56
8845,8845,110881,Drivers,34,rmk,NEW, ---,add support for  juniper networks bx series system console,2016-01-15 22:55:43
8846,8846,112821,Drivers,34,rmk,NEW, ---,cannot change the number of bits (cs5/cs6/cs7) or parity (parenb) in a pty,2016-02-21 22:55:01
8847,8847,115231,Drivers,34,rmk,NEW, ---,drivers/tty/n_tty.c:eraser does not handle fullwidth character in icanon mode,2016-03-24 08:59:22
8848,8848,115801,Drivers,34,rmk,NEW, ---,enabling break on a serial device opened with hardware flow control and data waiting in buffer (rts not asserted) freezes in system call,2016-07-19 11:28:27
8849,8849,116501,Drivers,34,rmk,NEW, ---,"under specific circumstances, serial device access locks program up",2016-04-16 09:16:27
8850,8850,117241,Drivers,34,rmk,NEW, ---,unable to handle kernel null pointer dereference __uart_start.isra.7+0x15/0x40,2016-04-26 13:30:21
8851,8851,118341,Drivers,34,rmk,NEW, ---,earlycon function can't be used when config_serial_8250 was set m.,2016-05-17 06:18:03
8852,8852,121331,Drivers,34,rmk,NEW, ---,sc16is7xx module corupts data on multiple serial devices,2018-09-24 10:28:20
8853,8853,121521,Drivers,34,rmk,NEW, ---,usbserial (using pl2303 module) makes resumeing from suspend very long,2016-07-06 14:39:26
8854,8854,153261,Drivers,34,rmk,NEW, ---,"pl2303 switches from ttyusb0 to ttyusb1 and back, after suspend.  windows-like behavior.",2016-08-19 18:32:41
8855,8855,193971,Drivers,34,rmk,NEW, ---,ch341.ko parity support,2017-02-04 15:43:31
8856,8856,194221,Drivers,34,rmk,NEW, ---,combination of earlycon and keep_bootcon boot parameters causes kernel oops in 8250 serial driver,2017-02-28 17:16:46
8857,8857,196199,Drivers,34,rmk,NEW, ---,"serial kernel (2.6.37) driver (8250.c) problem, if an external multi-channel uart device (exar xr16v554iltr-f) using only one interrupt line (upf_share_irq set; connected to the gpio pins) is used with an omap-l138",2017-06-27 09:26:00
8858,8858,196745,Drivers,34,rmk,NEW, ---,[dos] n_tty_receive_buf_common crash,2017-08-23 18:06:49
8859,8859,197109,Drivers,34,rmk,NEW, ---,hardware flow control (both cts/rts and xon/xoff) not respected,2020-12-21 12:53:45
8860,8860,198865,Drivers,34,rmk,NEW, ---,break not detected,2018-06-06 20:05:51
8861,8861,198889,Drivers,34,rmk,NEW, ---,imx6: dma transaction errors on serial ports,2019-10-30 12:46:22
8862,8862,199005,Drivers,34,rmk,NEW, ---,serial driver null reference,2018-03-05 10:03:34
8863,8863,199431,Drivers,34,rmk,NEW, ---,tty_insert_flip_char,2018-04-18 03:44:52
8864,8864,199519,Drivers,34,rmk,NEW, ---,config_serial_earlycon missing,2018-04-26 03:33:23
8865,8865,201083,Drivers,34,rmk,NEW, ---,exar corp. xr17c/d15x pci uart driver incorrectly put all ports to sleep.,2018-09-11 14:29:08
8866,8866,201429,Drivers,34,rmk,NEW, ---,rts/cts flow control between ft232r and pl2303ra doesn't work,2018-10-16 19:47:40
8867,8867,203357,Drivers,34,rmk,NEW, ---,a commit about serial8250 cause the output disorderly at the phase of startup,2021-02-15 15:52:45
8868,8868,203359,Drivers,34,rmk,NEW, ---,ttyusb io_ti digi edgeport serial ports dropping characters after open,2019-04-19 04:23:43
8869,8869,204925,Drivers,34,rmk,NEW, ---,bug: kasan: use-after-free in ata_scsi_mode_select_xlat+0xdb3/0x1000 drivers/ata/libata-scsi.c:4029,2020-06-09 08:19:02
8870,8870,205199,Drivers,34,rmk,NEW, ---,ulite_transmit only transmit the last character when given a block of data,2019-10-15 13:02:15
8871,8871,206103,Drivers,34,rmk,NEW, ---,/dev/ttyacm0 hangs,2020-01-06 22:51:37
8872,8872,206975,Drivers,34,rmk,NEW, ---,missing specific timedia controller in 8250_pci.c,2020-03-26 07:04:00
8873,8873,207751,Drivers,34,rmk,NEW, ---,"rs485 rts(txen) inactivated too late, resulting in received frame distortion",2020-05-17 16:15:26
8874,8874,207921,Drivers,34,rmk,NEW, ---,pci serial port msi support configures interrupts too late,2020-05-29 07:32:18
8875,8875,209359,Drivers,34,rmk,NEW, ---,tcdrain() returns too early on pl2303,2020-09-23 14:57:11
8876,8876,210803,Drivers,34,rmk,NEW, ---,high kernel thread usage caused by `icl_pinctrl_driver`,2020-12-20 20:33:05
8877,8877,211887,Drivers,34,rmk,NEW, ---,non-standard baud-rate fails in pl2303 driver,2021-02-22 02:36:37
8878,8878,215173,Drivers,34,rmk,NEW, ---,wrong interpretation of baud speed for startech pcie card (oxford 952),2021-12-03 06:19:36
8879,8879,215205,Drivers,34,rmk,NEW, ---,uart_set_info not returning -eperm when incapable user tries to set async_low_latency,2021-12-08 14:05:57
8880,8880,215255,Drivers,34,rmk,NEW, ---,usb serial drivers implement ioctl(tiocsergetlsr) to only return tiocser_temt or 0,2021-12-13 10:35:03
8881,8881,215611,Drivers,34,rmk,NEW, ---,pseudo terminals misbehave with 65 char lines,2022-03-29 23:47:56
8882,8882,215947,Drivers,34,rmk,NEW, ---,atmel_serial: rs485 tx to rx switching,2022-05-06 13:43:23
8883,8883,16112,Drivers,51,romieu,NEW, ---,sis190 driver 'hangs' randomly on data spikes; netdev watcher dump in dmesg,2016-03-19 17:17:01
8884,8884,28792,Drivers,51,romieu,NEW, ---,"via-velocity: *lots* of ""failed to detect cable link"" followed by renegotiation",2016-03-19 17:17:53
8885,8885,79211,Drivers,32,rui.zhang,NEW, ---,os responds no action by pressing power button on asus t100 with 3.16-rc1,2014-06-30 02:10:35
8886,8886,113171,Drivers,57,stephen,NEW, ---,realtek bluetooth rtl8723bs (sdio) not supported,2017-10-06 06:39:19
8887,8887,195217,Drivers,35,stephen,NEW, ---,vmap_stack - siocsifflags - irda break (mcs7780),2017-08-29 20:15:46
8888,8888,203179,Drivers,51,stephen,NEW, ---,r8169 driver fails to enable wol,2020-01-26 00:26:26
8889,8889,205073,Drivers,51,stephen,NEW, ---,igb driver hang,2021-11-22 19:03:20
8890,8890,215029,Drivers,51,stephen,NEW, ---,clean unregistration of smsc lan9500a chip at halting system failed,2021-11-15 13:46:45
8891,8891,215437,Drivers,51,stephen,NEW, ---,[r8169] lots of rx errors with rtl8111/8168/8411 (rev 06),2022-01-19 15:58:09
8892,8892,43129,Drivers,35,stern,NEW, ---,"suspend stalls if ehci - asus eee pcs (r252b, probably also 1225b)",2013-01-31 15:22:39
8893,8893,186261,Drivers,1,v4l-dvb_dvb-usb,NEW, ---,dvb-usb device not working with config_vmap_stack=y,2016-11-06 19:16:30
8894,8894,60850,Drivers,51,virtualization_kvm,NEW, ---,bug: bad page state in process libvirtd pfn:76000,2016-03-24 01:59:39
8895,8895,88671,Drivers,25,virtualization_kvm,NEW, ---,radeon driver fails to reset hardware properly after kvm guest reboot,2016-03-23 18:53:49
8896,8896,104271,Drivers,56,virtualization_kvm,NEW, ---,boot crashes on lenovo w520 with kvm and discrete graphic enabled in bios,2016-02-15 15:00:29
8897,8897,121091,Drivers,51,virtualization_kvm,NEW, ---,"guest os kernel report ""virtio_net virtio0: input.0:id 0 is not a head!"" and then kernel block",2016-07-11 02:39:32
8898,8898,209333,Drivers,63,virtualization_kvm,NEW, ---,vm not starting anymore with 5.8.8 - lots of page faults,2020-09-25 16:06:54
8899,8899,55481,Drivers,35,xhci,NEW, ---,[xhci stream bug] xhci linux driver xhci_alloc_stream_ctx() function,2016-04-29 15:39:48
8900,8900,56401,Drivers,35,xhci,NEW, ---,stk1160 webcam causes xhci host to die,2014-04-09 15:43:04
8901,8901,60581,Drivers,35,xhci,NEW, ---,"attaching an usb 1.1 (sound ) device to an usb3 port results in ""not enough bandwidth",2014-05-26 04:57:42
8902,8902,65021,Drivers,35,xhci,NEW, ---,xhci: complete usb freeze,2018-06-05 20:22:54
8903,8903,68941,Drivers,35,xhci,NEW, ---,usb-pata bridge inic-1511. it is not possible to read a lot of audio disks,2014-04-09 15:28:18
8904,8904,69911,Drivers,35,xhci,NEW, ---,xhci host controller on intel panther point with cdc/acm dead after massive nak,2014-04-09 15:27:40
8905,8905,70531,Drivers,35,xhci,NEW, ---,an usb 1.1  sound device works on an usb2 port but not on some usb3 ports,2016-02-15 21:51:08
8906,8906,70781,Drivers,35,xhci,NEW, ---,"[xhci_hcd] reset superspeed, xhci_drop_endpoint called with disabled ep, error in queuecommand_lck: task blocked",2014-11-15 17:13:21
8907,8907,74161,Drivers,35,xhci,NEW, ---,warning: cpu: 3 pid: 0 at drivers/usb/host/xhci-ring.c:1583 handle_cmd_completion+0xcba/0xd40 [xhci_hcd](),2014-06-14 02:27:11
8908,8908,75521,Drivers,35,xhci,NEW, ---,bug: unable to handle kernel null pointer dereference at ....,2015-04-02 18:38:45
8909,8909,80971,Drivers,35,xhci,NEW, ---,xhci_hcd error messages and call traces,2014-07-29 15:20:23
8910,8910,81361,Drivers,35,xhci,NEW, ---,xhci dies after several tries to enumerate a device,2014-08-21 19:08:46
8911,8911,81581,Drivers,35,xhci,NEW, ---,xhci dies with some usb devices,2016-06-05 03:25:01
8912,8912,85141,Drivers,35,xhci,NEW, ---,xhci host dies when lpm is enabled and webcam gadget is connected,2016-02-15 14:57:54
8913,8913,85411,Drivers,35,xhci,NEW, ---,usb device interface reseting - xhci xhci_drop_endpoint called,2014-10-23 15:50:57
8914,8914,85701,Drivers,35,xhci,NEW, ---,xhci_hcd can't detect new devices after enabling runtime pm and disabling s3 wake,2019-01-30 21:21:25
8915,8915,85741,Drivers,35,xhci,NEW, ---,xhci crashes kernel with: bug: unable to handle kernel null pointer dereference,2014-12-01 11:22:04
8916,8916,86151,Drivers,35,xhci,NEW, ---,usb mouse disabled after 30 seconds,2014-10-23 14:15:52
8917,8917,88151,Drivers,35,xhci,NEW, ---,pci device intel xhci with 64-bit bar address can not work on x86_32 pae kernel,2014-12-08 22:03:52
8918,8918,89471,Drivers,35,xhci,NEW, ---,"usb 3.0 bug in usb modul xhci_hcd, it ever crashes on my hardware zotac motherboard ionitx-s-e",2017-03-06 20:08:07
8919,8919,92341,Drivers,35,xhci,NEW, ---,"xhci usb driver, support for non-conformant hs usb devices with bulk endpoints of maxpacket size different than 512",2015-02-10 15:36:04
8920,8920,52531,Drivers,56,yinghai,NEW, ---,"unify pcibios_resource_survey(), etc",2013-01-09 18:32:19
8921,8921,96241,Drivers,56,yinghai,NEW, ---,sparc64 bus_to_resource fails for 64-bit bus addresses,2016-12-28 21:31:38
8922,8922,200103,Drivers,35,zhengjun.xing,NEW, ---,asus zenbook ux310ua: usb-controller is down,2018-06-21 00:45:06
8923,8923,7011,Drivers,117,alan,NEW, ---,system sluggish when using compactflash card,2017-04-15 23:45:53
8924,8924,207189,Drivers,55,jarkko.nikula,NEW, ---,i2c-designware triggers interrupts storm,2022-02-28 08:25:54
8925,8925,209603,Drivers,8,jwrdegoede,NEW, ---,hp_accel takes more than 1 second to resume,2020-10-27 19:12:24
8926,8926,7304,Drivers,117,linux-pcmcia,NEW, ---,"[patch]no pci irq, cardbus support disabled",2013-12-23 18:48:55
8927,8927,214409,Drivers,45,drivers_network-wireless,NEW, ---,ath11k: qca6390: received with invalid mcs in vht mode 10,2022-04-27 07:35:53
8928,8928,214541,Drivers,45,drivers_network-wireless,NEW, ---,ath11k_pci module does not reactivate card on reload.,2022-01-18 17:11:13
8929,8929,215775,Drivers,45,drivers_network-wireless,NEW, ---,ath11k prevents deep pc states  when not connected to network,2022-03-30 12:33:55
8930,8930,97791,Drivers,62,mengdong.lin,NEW, ---,[t100][adsp] bad trace in dmesg for adsp firmware version,2015-08-10 11:02:51
8931,8931,49541,Drivers,38,patrik.r.jakobsson,NEW, ---,[gma500] dpms fails to turn off the display,2016-03-23 18:28:59
8932,8932,58181,Drivers,38,patrik.r.jakobsson,NEW, ---,[gma500] maximum screen brightness capped at 80 under gma500,2016-03-23 18:28:53
8933,8933,76441,Drivers,38,patrik.r.jakobsson,NEW, ---,[gma500] flicker when using psbdrmfb,2018-03-04 06:48:39
8934,8934,81951,Drivers,38,patrik.r.jakobsson,NEW, ---,"[gma500] ""no signal"" to monitor on boot",2016-03-23 18:29:10
8935,8935,214649,Drivers,45,drivers_network-wireless,NEW, ---,ath11k card on dell xps 13 9310 block resume from hibernation,2021-11-20 17:18:49
8936,8936,215508,Drivers,45,drivers_network-wireless,NEW, ---,ath11k: wcn6855 not initialised,2022-01-28 07:35:36
8937,8937,215779,Drivers,45,drivers_network-wireless,NEW, ---,ath11k: qca6391 device missing after reboot,2022-04-28 10:17:11
8938,8938,202003,Drivers,62,perex,NEW, ---,"snd_hda_intel crash: snd_pcm_avail() gibt einen wert zurück, welche außerordentlich groß ist: 842732 bytes (4777 ms).",2018-12-17 10:41:04
8939,8939,45611,Drivers,51,acme,ASSIGNED, ---,the nforce ethernet driver stop work,2016-03-19 17:28:57
8940,8940,48071,Drivers,51,alan,ASSIGNED, ---,forcedeth: ethernet does not work after reboot from mac os,2016-03-19 17:16:53
8941,8941,49901,Drivers,51,alan,ASSIGNED, ---,[trivial]missing null check of return value of platform_get_resource() in function vt1211_probe(),2016-03-19 17:29:08
8942,8942,50171,Drivers,33,alan,ASSIGNED, ---,frame buffer console choose wrong color for clearing margins (by design),2013-02-04 15:09:56
8943,8943,116761,Drivers,35,baolu.lu,ASSIGNED, ---,system resume immediately after going into suspend,2019-08-26 12:29:22
8944,8944,48451,Drivers,56,bjorn,ASSIGNED, ---,error reserving uninitialized bar,2017-03-20 22:00:19
8945,8945,201469,Drivers,56,bjorn,ASSIGNED, ---,iwlwifi: 7265: wifi stop working after wakeup from suspend since 4.18rc1 - (csr_gp_cntrl 0xffffffff),2021-03-27 03:30:49
8946,8946,98071,Drivers,32,dmitry.torokhov,ASSIGNED, ---,psmouse serio: ibm trackpoint causes slow boot,2015-12-17 22:14:46
8947,8947,190301,Drivers,32,dmitry.torokhov,ASSIGNED, ---,synaptics touchpad not recognized on clevo p650rs,2017-04-24 03:14:26
8948,8948,16243,Drivers,59,drivers_ieee1394,ASSIGNED, ---,"firedtv: null pointer dereference in fw_iso_context_stop, dvb_frontend_thread context",2013-12-10 21:46:43
8949,8949,78801,Drivers,32,drivers_input-devices,ASSIGNED, ---,suspend causes a kernel panic,2015-02-19 07:50:38
8950,8950,95221,Drivers,32,drivers_input-devices,ASSIGNED, ---,audio keys captured twice on hp compaq 6735s (laptop),2021-07-15 16:03:29
8951,8951,95991,Drivers,32,drivers_input-devices,ASSIGNED, ---,since version 3.19.x no longer displayed the charge of battery mouse logitech t400.,2018-08-27 19:12:17
8952,8952,33042,Drivers,51,drivers_network,ASSIGNED, ---,marvell 88e1145 phy configured incorrectly in fiber mode,2016-03-07 15:09:01
8953,8953,46421,Drivers,51,drivers_network,ASSIGNED, ---,tg3 (bcm57781): immediate wakeup from s3 after 1st use of wol - asrock z77 extreme4 mainboard,2016-03-19 17:17:15
8954,8954,53371,Drivers,51,drivers_network,ASSIGNED, ---,via-rhine freaks out periodically and can't be reset,2016-03-19 17:16:20
8955,8955,65471,Drivers,51,drivers_network,ASSIGNED, ---,not work ethernet card netdev watchdog: eth22 (r8169),2016-03-19 17:27:01
8956,8956,72261,Drivers,51,drivers_network,ASSIGNED, ---,r8169 driver sends data at 100 mbit when connected at 1000 mbit,2016-03-19 17:15:35
8957,8957,27392,Drivers,45,drivers_network-wireless,ASSIGNED, ---,ath: failed to stop tx dma in 100 msec after killing last frame,2015-05-29 20:58:27
8958,8958,38282,Drivers,45,drivers_network-wireless,ASSIGNED, ---,can't correctly capture eapol packets when in monitor mode,2019-02-27 19:13:58
8959,8959,76311,Drivers,45,drivers_network-wireless,ASSIGNED, ---,wifi usb dongle stopped working and is flooding logs,2014-12-16 18:10:52
8960,8960,186661,Drivers,45,drivers_network-wireless,ASSIGNED, ---,mwifiex_pcie not stable - surface pro4,2018-11-26 08:41:53
8961,8961,212371,Drivers,67,drivers_network-wireless-intel,ASSIGNED, ---,"iwlwifi: ""timeout waiting for pnvm load!"" with ax210 on 5.11.3+ and 5.12.0-rc3",2022-04-03 00:38:21
8962,8962,215125,Drivers,67,drivers_network-wireless-intel,ASSIGNED, ---,iwlwifi:7260: failed to load firmware chunk! - could not load the [0] ucode section failed to start init ucode: -110 failed to run init ucode: -110,2021-11-30 09:34:18
8963,8963,215151,Drivers,67,drivers_network-wireless-intel,ASSIGNED, ---,iwlwifi / iwlmvm: null pointer dereference on iwl_mvm_get_tx_rate,2021-11-30 11:40:07
8964,8964,215937,Drivers,67,drivers_network-wireless-intel,ASSIGNED, ---,iwlmei sets wlan device in down state after suspend,2022-05-04 15:08:19
8965,8965,20132,Drivers,1,drivers_other,ASSIGNED, ---,suspend fails due to tpm_tis driver,2016-08-22 13:48:48
8966,8966,45761,Drivers,1,drivers_other,ASSIGNED, ---,unable to enter sleep on zepto znote 6024w,2013-04-17 03:46:54
8967,8967,93961,Drivers,1,drivers_other,ASSIGNED, ---,battery level reporting for hid device doesn't work with logitech mice in 3.19,2015-03-31 05:27:07
8968,8968,205935,Drivers,1,drivers_other,ASSIGNED, ---,boot freeze on tpm (tpm_tis) line,2020-01-06 17:47:17
8969,8969,27792,Drivers,8,drivers_platform_x86,ASSIGNED, ---,"fan speed freezes, and hotkeys stop working. lenovo thinkpad l512",2016-02-16 21:49:57
8970,8970,32742,Drivers,8,drivers_platform_x86,ASSIGNED, ---,keyboard backlight does not work on toshiba satellite m series laptops,2020-12-29 20:18:06
8971,8971,54781,Drivers,8,drivers_platform_x86,ASSIGNED, ---,graphic driver doesn't support brightness changes and can't resume from suspend,2016-11-10 10:34:22
8972,8972,81231,Drivers,8,drivers_platform_x86,ASSIGNED, ---,linux kernel does not support xpss/xpcc/xpct,2014-08-04 18:16:57
8973,8973,82451,Drivers,8,drivers_platform_x86,ASSIGNED, ---,hp compaq 6510b fn keys for brightness not working after boot,2015-08-28 18:44:24
8974,8974,82921,Drivers,8,drivers_platform_x86,ASSIGNED, ---,keyboard backlight configured to use fn+z randomly turns itself on,2014-09-26 16:02:43
8975,8975,100851,Drivers,8,drivers_platform_x86,ASSIGNED, ---,thinkpad_acpi with fan level=auto causes overheats,2015-07-20 13:35:55
8976,8976,60532,Drivers,25,drivers_video-dri,ASSIGNED, ---,suspend with dedicated graphics card switched off breaking with kernel version 3.8.0-25+,2016-01-17 09:56:58
8977,8977,66731,Drivers,25,drivers_video-dri,ASSIGNED, ---,acpi + kworker high cpu usage,2017-01-23 11:34:12
8978,8978,67681,Drivers,25,drivers_video-dri,ASSIGNED, ---,asus g75vw f keys not working for wifi & brightness,2016-04-12 01:48:32
8979,8979,70101,Drivers,25,drivers_video-dri,ASSIGNED, ---,black screen on return from suspension,2014-02-14 16:38:09
8980,8980,73521,Drivers,25,drivers_video-dri,ASSIGNED, ---,screen backlight control fails on asus ux51vz,2014-04-23 01:29:29
8981,8981,81261,Drivers,25,drivers_video-dri,ASSIGNED, ---,nvidia gt 745m not properly detected,2014-08-04 04:03:29
8982,8982,88031,Drivers,25,drivers_video-dri,ASSIGNED, ---,s3 resume fails using acpi video quirk,2014-12-11 08:09:11
8983,8983,105041,Drivers,25,drivers_video-dri,ASSIGNED, ---,system constantly freezes up when waking from suspend2ram,2016-02-05 19:39:15
8984,8984,106901,Drivers,25,drivers_video-dri,ASSIGNED, ---,brightness / wifi key does not generate any events,2016-03-21 10:45:36
8985,8985,117581,Drivers,25,drivers_video-dri,ASSIGNED, ---,celsius h265: suspend does not bring up console unless no_console_suspend is given,2016-08-29 19:10:53
8986,8986,47581,Drivers,74,drivers_video-other,ASSIGNED, ---,[ivb] latitude e6530 hdmi port doesn't work,2012-09-17 20:38:40
8987,8987,68021,Drivers,74,drivers_video-other,ASSIGNED, ---,kernel fails to turn off the monitor on s2ram [geforce4 440 go 64m],2016-01-08 20:32:50
8988,8988,49511,Drivers,1,dvhart,ASSIGNED, ---,pch gpio causes null bug in ack_apic_level on queens bay platforms,2012-11-02 19:17:24
8989,8989,214175,Drivers,67,golan.ben.ami,ASSIGNED, ---,[iwlwifi] intel ax200 connecting to a 5ghz ap triggers microcode sw error,2022-02-23 11:36:36
8990,8990,214693,Drivers,67,golan.ben.ami,ASSIGNED, ---,iwlwifi microcode sw error during rescan while under network load,2022-01-07 18:43:19
8991,8991,30912,Drivers,35,greg,ASSIGNED, ---,"suspend/resume with rootfs on usb, causes filesystem corruptions and kernel oops on mount attempt",2014-05-04 15:36:44
8992,8992,83061,Drivers,35,greg,ASSIGNED, ---,suspend took very long time to suspend at first atempt (60 seconds),2014-09-01 13:08:45
8993,8993,85871,Drivers,35,greg,ASSIGNED, ---,usb sdcard reader gets disconnected after resuming from suspend,2014-10-11 08:38:40
8994,8994,98951,Drivers,35,greg,ASSIGNED, ---,asus p7h57d-v evo resumes immediately after suspend if usb3.0 enabled,2016-02-15 21:50:22
